,uniqueList,inflectionRate
0,0.68333,1.0186278742990567
1,1.125,1.0186278742990567
2,2.4166600000000003,1.0186278742990567
3,3.58333,1.0186278742990567
4,3.81666,1.0186278742990567
5,4.3375,1.0186278742990567
6,5.19583,1.0186278742990567
7,5.375,1.0186278742990567
8,6.32083,1.0186278742990567
9,7.32916,1.0186278742990567
10,8.9625,1.0186278742990567
11,9.2125,1.0186278742990567
12,10.37916,1.0186278742990567
13,10.7125,1.0186278742990567
14,10.88333,1.0186278742990567
15,11.25833,1.0186278742990567
16,11.51666,1.0186278742990567
17,13.875,1.0186278742990567
18,15.65833,1.0186278742990567
19,16.787499999999998,1.0186278742990567
20,17.77083,1.0186278742990567
21,18.65,1.0186278742990567
22,19.0375,1.0186278742990567
23,20.3125,1.0186278742990567
24,20.67916,1.0186278742990567
25,21.16666,1.0186278742990567
26,21.725,1.0186278742990567
27,22.125,1.0186278742990567
28,24.99583,1.0186278742990567
29,25.175,1.0186278742990567
30,26.70833,1.0186278742990567
31,29.3,1.0186278742990567
32,32.17083,1.0186278742990567
33,32.341660000000005,1.0186278742990567
34,33.933330000000005,1.0186278742990567
35,34.56666,1.0186278742990567
